date,state,district,commodity,variety,market,min_price,max_price,modal_price
2025-01-05,Bihar,DistrictA,Rice,Common,MarketC,2159,2779,2469
2025-01-05,Bihar,DistrictA,Tomato,Common,MarketC,1347,2092,1719
2025-01-05,Bihar,DistrictA,Potato,Common,MarketA,1747,2219,1983
2025-01-05,Bihar,DistrictA,Onion,Common,MarketA,1307,1880,1593
2025-01-05,Bihar,DistrictB,Wheat,Common,MarketA,2032,2675,2353
2025-01-05,Bihar,DistrictB,Rice,Common,MarketB,2228,2832,2530
2025-01-05,Bihar,DistrictB,Tomato,Common,MarketB,1852,2248,2050
2025-01-05,Bihar,DistrictB,Potato,Common,MarketA,1114,1434,1274
2025-01-05,Bihar,DistrictB,Onion,Common,MarketA,1064,1539,1301
2025-01-05,Bihar,DistrictC,Wheat,Common,MarketB,1238,1739,1488
2025-01-05,Bihar,DistrictC,Rice,Common,MarketA,1968,2536,2252
2025-01-05,Bihar,DistrictC,Tomato,Common,MarketB,1194,1405,1299
2025-01-05,Bihar,DistrictC,Potato,Common,MarketA,1920,2296,2108
2025-01-05,Bihar,DistrictC,Onion,Common,MarketB,2034,2679,2356
2025-01-05,West Bengal,DistrictA,Wheat,Common,MarketA,1163,1913,1538
2025-01-05,West Bengal,DistrictA,Rice,Common,MarketA,1217,1776,1496
2025-01-05,West Bengal,DistrictA,Tomato,Common,MarketA,1055,1372,1213
2025-01-05,West Bengal,DistrictA,Potato,Common,MarketC,1797,2176,1986
2025-01-05,West Bengal,DistrictA,Onion,Common,MarketC,2258,2537,2397
2025-01-05,West Bengal,DistrictB,Wheat,Common,MarketC,1021,1697,1359
2025-01-05,West Bengal,DistrictB,Rice,Common,MarketA,2463,3232,2847
2025-01-05,West Bengal,DistrictB,Tomato,Common,MarketC,1191,1493,1342
2025-01-05,West Bengal,DistrictB,Potato,Common,MarketC,1639,2405,2022
2025-01-05,West Bengal,DistrictB,Onion,Common,MarketB,1873,2646,2259
2025-01-05,West Bengal,DistrictC,Wheat,Common,MarketA,1231,1887,1559
2025-01-05,West Bengal,DistrictC,Rice,Common,MarketC,1353,1885,1619
2025-01-05,West Bengal,DistrictC,Tomato,Common,MarketA,2398,2889,2643
2025-01-05,West Bengal,DistrictC,Potato,Common,MarketA,1663,2290,1976
2025-01-05,West Bengal,DistrictC,Onion,Common,MarketC,1129,1469,1299
2025-01-05,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,2116,2599,2357
2025-01-05,Madhya Pradesh,DistrictA,Rice,Common,MarketA,1222,1884,1553
2025-01-05,Madhya Pradesh,DistrictA,Tomato,Common,MarketA,2299,2638,2468
2025-01-05,Madhya Pradesh,DistrictA,Potato,Common,MarketC,2046,2515,2280
2025-01-05,Madhya Pradesh,DistrictA,Onion,Common,MarketC,1664,2196,1930
2025-01-05,Madhya Pradesh,DistrictB,Wheat,Common,MarketA,1084,1314,1199
2025-01-05,Madhya Pradesh,DistrictB,Rice,Common,MarketB,1239,1801,1520
2025-01-05,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,2412,2910,2661
2025-01-05,Madhya Pradesh,DistrictB,Potato,Common,MarketC,2394,2692,2543
2025-01-05,Madhya Pradesh,DistrictB,Onion,Common,MarketC,1838,2459,2148
2025-01-05,Madhya Pradesh,DistrictC,Wheat,Common,MarketC,1061,1369,1215
2025-01-05,Madhya Pradesh,DistrictC,Rice,Common,MarketB,2142,2939,2540
2025-01-05,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,1391,1642,1516
2025-01-05,Madhya Pradesh,DistrictC,Potato,Common,MarketB,2312,2848,2580
2025-01-05,Madhya Pradesh,DistrictC,Onion,Common,MarketB,2227,2664,2445
2025-01-06,Uttar Pradesh,DistrictA,Wheat,Common,MarketC,1751,2086,1918
2025-01-06,Uttar Pradesh,DistrictA,Rice,Common,MarketA,2385,2965,2675
2025-01-06,Uttar Pradesh,DistrictA,Tomato,Common,MarketA,1634,2087,1860
2025-01-06,Uttar Pradesh,DistrictA,Potato,Common,MarketA,2137,2356,2246
2025-01-06,Uttar Pradesh,DistrictA,Onion,Common,MarketB,2231,2961,2596
2025-01-06,Uttar Pradesh,DistrictB,Wheat,Common,MarketC,2204,2847,2525
2025-01-06,Uttar Pradesh,DistrictB,Rice,Common,MarketA,1912,2190,2051
2025-01-06,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,1687,2282,1984
2025-01-06,Uttar Pradesh,DistrictB,Potato,Common,MarketC,2126,2727,2426
2025-01-06,Uttar Pradesh,DistrictB,Onion,Common,MarketB,1223,1940,1581
2025-01-06,Uttar Pradesh,DistrictC,Wheat,Common,MarketC,1235,1861,1548
2025-01-06,Uttar Pradesh,DistrictC,Rice,Common,MarketB,1225,1654,1439
2025-01-06,Uttar Pradesh,DistrictC,Tomato,Common,MarketA,2272,2789,2530
2025-01-06,Uttar Pradesh,DistrictC,Potato,Common,MarketA,1209,1800,1504
2025-01-06,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1095,1380,1237
2025-01-06,Maharashtra,DistrictA,Wheat,Common,MarketB,1393,2093,1743
2025-01-06,Maharashtra,DistrictA,Rice,Common,MarketC,1132,1645,1388
2025-01-06,Maharashtra,DistrictA,Tomato,Common,MarketB,1220,1857,1538
2025-01-06,Maharashtra,DistrictA,Potato,Common,MarketC,2215,2934,2574
2025-01-06,Maharashtra,DistrictA,Onion,Common,MarketC,1787,2320,2053
2025-01-06,Maharashtra,DistrictB,Wheat,Common,MarketC,2316,2677,2496
2025-01-06,Maharashtra,DistrictB,Rice,Common,MarketC,2127,2487,2307
2025-01-06,Maharashtra,DistrictB,Tomato,Common,MarketB,2077,2310,2193
2025-01-06,Maharashtra,DistrictB,Potato,Common,MarketB,1966,2278,2122
2025-01-06,Maharashtra,DistrictB,Onion,Common,MarketB,1317,1539,1428
2025-01-06,Maharashtra,DistrictC,Wheat,Common,MarketA,1823,2140,1981
2025-01-06,Maharashtra,DistrictC,Rice,Common,MarketB,1700,2111,1905
2025-01-06,Maharashtra,DistrictC,Tomato,Common,MarketB,2136,2379,2257
2025-01-06,Maharashtra,DistrictC,Potato,Common,MarketC,1826,2419,2122
2025-01-06,Maharashtra,DistrictC,Onion,Common,MarketB,1851,2562,2206
2025-01-06,Bihar,DistrictA,Wheat,Common,MarketC,1044,1351,1197
2025-01-06,Bihar,DistrictA,Rice,Common,MarketA,1442,1956,1699
2025-01-06,Bihar,DistrictA,Tomato,Common,MarketB,1227,1693,1460
2025-01-06,Bihar,DistrictA,Potato,Common,MarketA,1837,2415,2126
2025-01-06,Bihar,DistrictA,Onion,Common,MarketA,1701,2190,1945
2025-01-06,Bihar,DistrictB,Wheat,Common,MarketA,1871,2274,2072
2025-01-06,Bihar,DistrictB,Rice,Common,MarketB,1551,2073,1812
2025-01-06,Bihar,DistrictB,Tomato,Common,MarketC,1180,1878,1529
2025-01-06,Bihar,DistrictB,Potato,Common,MarketB,1302,1763,1532
2025-01-06,Bihar,DistrictB,Onion,Common,MarketA,1691,2185,1938
2025-01-06,Bihar,DistrictC,Wheat,Common,MarketC,1395,1732,1563
2025-01-06,Bihar,DistrictC,Rice,Common,MarketA,1877,2205,2041
2025-01-06,Bihar,DistrictC,Tomato,Common,MarketC,1788,2280,2034
2025-01-06,Bihar,DistrictC,Potato,Common,MarketA,1536,1969,1752
2025-01-06,Bihar,DistrictC,Onion,Common,MarketC,1604,1897,1750
2025-01-06,West Bengal,DistrictA,Wheat,Common,MarketA,1224,1434,1329
2025-01-06,West Bengal,DistrictA,Rice,Common,MarketC,2035,2269,2152
2025-01-06,West Bengal,DistrictA,Tomato,Common,MarketA,2475,2894,2684
2025-01-06,West Bengal,DistrictA,Potato,Common,MarketC,1652,2386,2019
2025-01-06,West Bengal,DistrictA,Onion,Common,MarketA,1228,1771,1499
2025-01-06,West Bengal,DistrictB,Wheat,Common,MarketC,2419,2908,2663
2025-01-06,West Bengal,DistrictB,Rice,Common,MarketB,1988,2315,2151
2025-01-06,West Bengal,DistrictB,Tomato,Common,MarketB,1908,2650,2279
2025-01-06,West Bengal,DistrictB,Potato,Common,MarketA,2382,3108,2745
2025-01-06,West Bengal,DistrictB,Onion,Common,MarketC,1074,1819,1446
2025-01-06,West Bengal,DistrictC,Wheat,Common,MarketB,1195,1423,1309
2025-01-06,West Bengal,DistrictC,Rice,Common,MarketC,2020,2235,2127
2025-01-06,West Bengal,DistrictC,Tomato,Common,MarketA,1804,2596,2200
2025-01-06,West Bengal,DistrictC,Potato,Common,MarketC,1939,2669,2304
2025-01-06,West Bengal,DistrictC,Onion,Common,MarketB,2100,2528,2314
2025-01-06,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,2320,3029,2674
2025-01-06,Madhya Pradesh,DistrictA,Rice,Common,MarketB,1983,2755,2369
2025-01-06,Madhya Pradesh,DistrictA,Tomato,Common,MarketC,1614,2139,1876
2025-01-06,Madhya Pradesh,DistrictA,Potato,Common,MarketB,1874,2432,2153
2025-01-06,Madhya Pradesh,DistrictA,Onion,Common,MarketA,1323,1848,1585
2025-01-06,Madhya Pradesh,DistrictB,Wheat,Common,MarketB,1164,1936,1550
2025-01-06,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1454,1806,1630
2025-01-06,Madhya Pradesh,DistrictB,Tomato,Common,MarketC,2150,2542,2346
2025-01-06,Madhya Pradesh,DistrictB,Potato,Common,MarketC,1529,1738,1633
2025-01-06,Madhya Pradesh,DistrictB,Onion,Common,MarketA,1480,2128,1804
2025-01-06,Madhya Pradesh,DistrictC,Wheat,Common,MarketA,1868,2407,2137
2025-01-06,Madhya Pradesh,DistrictC,Rice,Common,MarketA,2075,2740,2407
2025-01-06,Madhya Pradesh,DistrictC,Tomato,Common,MarketA,1717,2391,2054
2025-01-06,Madhya Pradesh,DistrictC,Potato,Common,MarketA,2462,3259,2860
2025-01-06,Madhya Pradesh,DistrictC,Onion,Common,MarketC,2176,2889,2532
2025-01-07,Uttar Pradesh,DistrictA,Wheat,Common,MarketA,2029,2728,2378
2025-01-07,Uttar Pradesh,DistrictA,Rice,Common,MarketA,1716,2033,1874
2025-01-07,Uttar Pradesh,DistrictA,Tomato,Common,MarketA,1600,2267,1933
2025-01-07,Uttar Pradesh,DistrictA,Potato,Common,MarketA,1269,1524,1396
2025-01-07,Uttar Pradesh,DistrictA,Onion,Common,MarketB,1148,1393,1270
2025-01-07,Uttar Pradesh,DistrictB,Wheat,Common,MarketA,1631,2170,1900
2025-01-07,Uttar Pradesh,DistrictB,Rice,Common,MarketC,1519,2062,1790
2025-01-07,Uttar Pradesh,DistrictB,Tomato,Common,MarketA,2496,2970,2733
2025-01-07,Uttar Pradesh,DistrictB,Potato,Common,MarketB,2089,2367,2228
2025-01-07,Uttar Pradesh,DistrictB,Onion,Common,MarketA,2225,2982,2603
2025-01-07,Uttar Pradesh,DistrictC,Wheat,Common,MarketA,2114,2454,2284
2025-01-07,Uttar Pradesh,DistrictC,Rice,Common,MarketC,1729,2517,2123
2025-01-07,Uttar Pradesh,DistrictC,Tomato,Common,MarketB,1376,1959,1667
2025-01-07,Uttar Pradesh,DistrictC,Potato,Common,MarketA,2175,2693,2434
2025-01-07,Uttar Pradesh,DistrictC,Onion,Common,MarketC,1994,2753,2373
2025-01-07,Maharashtra,DistrictA,Wheat,Common,MarketA,1461,1672,1566
2025-01-07,Maharashtra,DistrictA,Rice,Common,MarketA,1938,2538,2238
2025-01-07,Maharashtra,DistrictA,Tomato,Common,MarketC,2364,2620,2492
2025-01-07,Maharashtra,DistrictA,Potato,Common,MarketA,1447,1849,1648
2025-01-07,Maharashtra,DistrictA,Onion,Common,MarketB,1737,2138,1937
2025-01-07,Maharashtra,DistrictB,Wheat,Common,MarketC,1362,2015,1688
2025-01-07,Maharashtra,DistrictB,Rice,Common,MarketC,1886,2108,1997
2025-01-07,Maharashtra,DistrictB,Tomato,Common,MarketA,2209,2657,2433
2025-01-07,Maharashtra,DistrictB,Potato,Common,MarketA,1804,2137,1970
2025-01-07,Maharashtra,DistrictB,Onion,Common,MarketB,1389,2022,1705
2025-01-07,Maharashtra,DistrictC,Wheat,Common,MarketA,1872,2671,2271
2025-01-07,Maharashtra,DistrictC,Rice,Common,MarketB,2148,2426,2287
2025-01-07,Maharashtra,DistrictC,Tomato,Common,MarketB,1050,1425,1237
2025-01-07,Maharashtra,DistrictC,Potato,Common,MarketC,1252,1697,1474
2025-01-07,Maharashtra,DistrictC,Onion,Common,MarketB,2129,2521,2325
2025-01-07,Bihar,DistrictA,Wheat,Common,MarketB,1547,2014,1780
2025-01-07,Bihar,DistrictA,Rice,Common,MarketC,2009,2759,2384
2025-01-07,Bihar,DistrictA,Tomato,Common,MarketC,2315,3078,2696
2025-01-07,Bihar,DistrictA,Potato,Common,MarketA,2164,2509,2336
2025-01-07,Bihar,DistrictA,Onion,Common,MarketA,1313,1696,1504
2025-01-07,Bihar,DistrictB,Wheat,Common,MarketC,1127,1613,1370
2025-01-07,Bihar,DistrictB,Rice,Common,MarketB,2276,2861,2568
2025-01-07,Bihar,DistrictB,Tomato,Common,MarketB,1270,1884,1577
2025-01-07,Bihar,DistrictB,Potato,Common,MarketC,2346,2601,2473
2025-01-07,Bihar,DistrictB,Onion,Common,MarketB,2226,2563,2394
2025-01-07,Bihar,DistrictC,Wheat,Common,MarketB,2080,2841,2460
2025-01-07,Bihar,DistrictC,Rice,Common,MarketA,1070,1863,1466
2025-01-07,Bihar,DistrictC,Tomato,Common,MarketB,1599,2312,1955
2025-01-07,Bihar,DistrictC,Potato,Common,MarketC,2066,2398,2232
2025-01-07,Bihar,DistrictC,Onion,Common,MarketA,2088,2577,2332
2025-01-07,West Bengal,DistrictA,Wheat,Common,MarketA,1466,1878,1672
2025-01-07,West Bengal,DistrictA,Rice,Common,MarketC,1470,1818,1644
2025-01-07,West Bengal,DistrictA,Tomato,Common,MarketB,1395,1998,1696
2025-01-07,West Bengal,DistrictA,Potato,Common,MarketA,2309,2890,2599
2025-01-07,West Bengal,DistrictA,Onion,Common,MarketA,2293,2784,2538
2025-01-07,West Bengal,DistrictB,Wheat,Common,MarketA,1023,1533,1278
2025-01-07,West Bengal,DistrictB,Rice,Common,MarketB,2231,2868,2549
2025-01-07,West Bengal,DistrictB,Tomato,Common,MarketB,1705,2240,1972
2025-01-07,West Bengal,DistrictB,Potato,Common,MarketC,1320,2016,1668
2025-01-07,West Bengal,DistrictB,Onion,Common,MarketC,1946,2308,2127
2025-01-07,West Bengal,DistrictC,Wheat,Common,MarketC,2188,2953,2570
2025-01-07,West Bengal,DistrictC,Rice,Common,MarketC,1041,1525,1283
2025-01-07,West Bengal,DistrictC,Tomato,Common,MarketC,1386,1723,1554
2025-01-07,West Bengal,DistrictC,Potato,Common,MarketB,1909,2539,2224
2025-01-07,West Bengal,DistrictC,Onion,Common,MarketB,2439,3064,2751
2025-01-07,Madhya Pradesh,DistrictA,Wheat,Common,MarketA,2394,2978,2686
2025-01-07,Madhya Pradesh,DistrictA,Rice,Common,MarketB,1633,1938,1785
2025-01-07,Madhya Pradesh,DistrictA,Tomato,Common,MarketC,1848,2423,2135
2025-01-07,Madhya Pradesh,DistrictA,Potato,Common,MarketC,1966,2473,2219
2025-01-07,Madhya Pradesh,DistrictA,Onion,Common,MarketB,2416,3149,2782
2025-01-07,Madhya Pradesh,DistrictB,Wheat,Common,MarketA,1109,1869,1489
2025-01-07,Madhya Pradesh,DistrictB,Rice,Common,MarketA,1584,2123,1853
2025-01-07,Madhya Pradesh,DistrictB,Tomato,Common,MarketA,1978,2533,2255
2025-01-07,Madhya Pradesh,DistrictB,Potato,Common,MarketB,2475,2779,2627
2025-01-07,Madhya Pradesh,DistrictB,Onion,Common,MarketC,1145,1643,1394
2025-01-07,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,1645,1892,1768
2025-01-07,Madhya Pradesh,DistrictC,Rice,Common,MarketA,1238,1444,1341
2025-01-07,Madhya Pradesh,DistrictC,Tomato,Common,MarketA,1783,2353,2068
2025-01-07,Madhya Pradesh,DistrictC,Potato,Common,MarketB,1486,1896,1691
2025-01-07,Madhya Pradesh,DistrictC,Onion,Common,MarketA,1164,1488,1326
2025-01-08,Uttar Pradesh,DistrictA,Wheat,Common,MarketB,1191,1604,1397
2025-01-08,Uttar Pradesh,DistrictA,Rice,Common,MarketA,2351,2931,2641
2025-01-08,Uttar Pradesh,DistrictA,Tomato,Common,MarketB,1797,2235,2016
2025-01-08,Uttar Pradesh,DistrictA,Potato,Common,MarketB,2386,3090,2738
2025-01-08,Uttar Pradesh,DistrictA,Onion,Common,MarketA,1919,2622,2270
2025-01-08,Uttar Pradesh,DistrictB,Wheat,Common,MarketA,1643,2431,2037
2025-01-08,Uttar Pradesh,DistrictB,Rice,Common,MarketA,2425,2800,2612
2025-01-08,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,2490,2890,2690
2025-01-08,Uttar Pradesh,DistrictB,Potato,Common,MarketA,2016,2609,2312
2025-01-08,Uttar Pradesh,DistrictB,Onion,Common,MarketA,2065,2861,2463
2025-01-08,Uttar Pradesh,DistrictC,Wheat,Common,MarketA,1699,2339,2019
2025-01-08,Uttar Pradesh,DistrictC,Rice,Common,MarketA,1917,2436,2176
2025-01-08,Uttar Pradesh,DistrictC,Tomato,Common,MarketC,2238,2508,2373
2025-01-08,Uttar Pradesh,DistrictC,Potato,Common,MarketC,1235,1715,1475
2025-01-08,Uttar Pradesh,DistrictC,Onion,Common,MarketA,2185,2575,2380
2025-01-08,Maharashtra,DistrictA,Wheat,Common,MarketC,1059,1483,1271
2025-01-08,Maharashtra,DistrictA,Rice,Common,MarketA,1699,2480,2089
2025-01-08,Maharashtra,DistrictA,Tomato,Common,MarketB,2310,2678,2494
2025-01-08,Maharashtra,DistrictA,Potato,Common,MarketB,2372,3013,2692
2025-01-08,Maharashtra,DistrictA,Onion,Common,MarketA,1163,1782,1472
2025-01-08,Maharashtra,DistrictB,Wheat,Common,MarketB,2051,2696,2373
2025-01-08,Maharashtra,DistrictB,Rice,Common,MarketB,1715,2018,1866
2025-01-08,Maharashtra,DistrictB,Tomato,Common,MarketA,1425,1725,1575
2025-01-08,Maharashtra,DistrictB,Potato,Common,MarketB,1638,2359,1998
2025-01-08,Maharashtra,DistrictB,Onion,Common,MarketA,1768,2244,2006
2025-01-08,Maharashtra,DistrictC,Wheat,Common,MarketA,1899,2286,2092
2025-01-08,Maharashtra,DistrictC,Rice,Common,MarketA,2161,2703,2432
2025-01-08,Maharashtra,DistrictC,Tomato,Common,MarketB,1545,2124,1834
2025-01-08,Maharashtra,DistrictC,Potato,Common,MarketC,1544,2097,1820
2025-01-08,Maharashtra,DistrictC,Onion,Common,MarketB,1316,1781,1548
2025-01-08,Bihar,DistrictA,Wheat,Common,MarketA,2088,2620,2354
2025-01-08,Bihar,DistrictA,Rice,Common,MarketC,2156,2947,2551
2025-01-08,Bihar,DistrictA,Tomato,Common,MarketA,1539,2273,1906
2025-01-08,Bihar,DistrictA,Potato,Common,MarketB,1618,2186,1902
2025-01-08,Bihar,DistrictA,Onion,Common,MarketA,1908,2206,2057
2025-01-08,Bihar,DistrictB,Wheat,Common,MarketC,1122,1641,1381
2025-01-08,Bihar,DistrictB,Rice,Common,MarketA,1456,2177,1816
2025-01-08,Bihar,DistrictB,Tomato,Common,MarketB,1716,2230,1973
2025-01-08,Bihar,DistrictB,Potato,Common,MarketC,1708,2449,2078
2025-01-08,Bihar,DistrictB,Onion,Common,MarketA,2043,2802,2422
2025-01-08,Bihar,DistrictC,Wheat,Common,MarketA,2153,2645,2399
2025-01-08,Bihar,DistrictC,Rice,Common,MarketB,2155,2710,2432
2025-01-08,Bihar,DistrictC,Tomato,Common,MarketA,1889,2475,2182
2025-01-08,Bihar,DistrictC,Potato,Common,MarketB,1981,2395,2188
2025-01-08,Bihar,DistrictC,Onion,Common,MarketB,1801,2043,1922
2025-01-08,West Bengal,DistrictA,Wheat,Common,MarketB,1861,2338,2099
2025-01-08,West Bengal,DistrictA,Rice,Common,MarketB,2153,2702,2427
2025-01-08,West Bengal,DistrictA,Tomato,Common,MarketA,2129,2329,2229
2025-01-08,West Bengal,DistrictA,Potato,Common,MarketB,1583,2214,1898
2025-01-08,West Bengal,DistrictA,Onion,Common,MarketB,1052,1771,1411
2025-01-08,West Bengal,DistrictB,Wheat,Common,MarketC,2348,2661,2504
2025-01-08,West Bengal,DistrictB,Rice,Common,MarketC,2189,2767,2478
2025-01-08,West Bengal,DistrictB,Tomato,Common,MarketA,1628,2126,1877
2025-01-08,West Bengal,DistrictB,Potato,Common,MarketB,1849,2226,2037
2025-01-08,West Bengal,DistrictB,Onion,Common,MarketB,2377,2730,2553
2025-01-08,West Bengal,DistrictC,Wheat,Common,MarketC,2224,2538,2381
2025-01-08,West Bengal,DistrictC,Rice,Common,MarketA,1758,2025,1891
2025-01-08,West Bengal,DistrictC,Tomato,Common,MarketB,1444,1969,1706
2025-01-08,West Bengal,DistrictC,Potato,Common,MarketA,1707,2265,1986
2025-01-08,West Bengal,DistrictC,Onion,Common,MarketC,1274,1982,1628
2025-01-08,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,1752,2428,2090
2025-01-08,Madhya Pradesh,DistrictA,Rice,Common,MarketC,2437,2789,2613
2025-01-08,Madhya Pradesh,DistrictA,Tomato,Common,MarketB,2151,2918,2534
2025-01-08,Madhya Pradesh,DistrictA,Potato,Common,MarketC,2368,3098,2733
2025-01-08,Madhya Pradesh,DistrictA,Onion,Common,MarketC,2449,2671,2560
2025-01-08,Madhya Pradesh,DistrictB,Wheat,Common,MarketA,1524,1867,1695
2025-01-08,Madhya Pradesh,DistrictB,Rice,Common,MarketC,1667,2455,2061
2025-01-08,Madhya Pradesh,DistrictB,Tomato,Common,MarketB,1680,1964,1822
2025-01-08,Madhya Pradesh,DistrictB,Potato,Common,MarketC,1481,2136,1808
2025-01-08,Madhya Pradesh,DistrictB,Onion,Common,MarketB,1296,1607,1451
2025-01-08,Madhya Pradesh,DistrictC,Wheat,Common,MarketB,2253,2548,2400
2025-01-08,Madhya Pradesh,DistrictC,Rice,Common,MarketA,1679,2256,1967
2025-01-08,Madhya Pradesh,DistrictC,Tomato,Common,MarketC,1104,1633,1368
2025-01-08,Madhya Pradesh,DistrictC,Potato,Common,MarketB,2155,2736,2445
2025-01-08,Madhya Pradesh,DistrictC,Onion,Common,MarketB,1942,2411,2176
2025-01-09,Uttar Pradesh,DistrictA,Wheat,Common,MarketA,1395,2151,1773
2025-01-09,Uttar Pradesh,DistrictA,Rice,Common,MarketC,1463,2112,1787
2025-01-09,Uttar Pradesh,DistrictA,Tomato,Common,MarketB,2276,2760,2518
2025-01-09,Uttar Pradesh,DistrictA,Potato,Common,MarketB,1019,1457,1238
2025-01-09,Uttar Pradesh,DistrictA,Onion,Common,MarketC,1417,1926,1671
2025-01-09,Uttar Pradesh,DistrictB,Wheat,Common,MarketB,2127,2512,2319
2025-01-09,Uttar Pradesh,DistrictB,Rice,Common,MarketC,2437,2917,2677
2025-01-09,Uttar Pradesh,DistrictB,Tomato,Common,MarketC,1252,1470,1361
2025-01-09,Uttar Pradesh,DistrictB,Potato,Common,MarketC,1002,1437,1219
2025-01-09,Uttar Pradesh,DistrictB,Onion,Common,MarketA,1853,2517,2185
2025-01-09,Uttar Pradesh,DistrictC,Wheat,Common,MarketB,1498,2218,1858
2025-01-09,Uttar Pradesh,DistrictC,Rice,Common,MarketC,1916,2254,2085
2025-01-09,Uttar Pradesh,DistrictC,Tomato,Common,MarketC,2076,2385,2230
2025-01-09,Uttar Pradesh,DistrictC,Potato,Common,MarketC,1947,2150,2048
2025-01-09,Uttar Pradesh,DistrictC,Onion,Common,MarketB,1683,1929,1806
2025-01-09,Maharashtra,DistrictA,Wheat,Common,MarketC,1939,2698,2318
2025-01-09,Maharashtra,DistrictA,Rice,Common,MarketC,1212,1847,1529
2025-01-09,Maharashtra,DistrictA,Tomato,Common,MarketA,1204,1784,1494
2025-01-09,Maharashtra,DistrictA,Potato,Common,MarketB,2099,2375,2237
2025-01-09,Maharashtra,DistrictA,Onion,Common,MarketB,1105,1855,1480
2025-01-09,Maharashtra,DistrictB,Wheat,Common,MarketC,2298,2585,2441
2025-01-09,Maharashtra,DistrictB,Rice,Common,MarketA,1880,2156,2018
2025-01-09,Maharashtra,DistrictB,Tomato,Common,MarketA,2465,3204,2834
2025-01-09,Maharashtra,DistrictB,Potato,Common,MarketB,1577,2158,1867
2025-01-09,Maharashtra,DistrictB,Onion,Common,MarketA,1716,2485,2100
2025-01-09,Maharashtra,DistrictC,Wheat,Common,MarketC,1141,1708,1424
2025-01-09,Maharashtra,DistrictC,Rice,Common,MarketA,1351,2095,1723
2025-01-09,Maharashtra,DistrictC,Tomato,Common,MarketB,1151,1508,1329
2025-01-09,Maharashtra,DistrictC,Potato,Common,MarketB,1652,2154,1903
2025-01-09,Maharashtra,DistrictC,Onion,Common,MarketC,1720,2143,1931
2025-01-09,Bihar,DistrictA,Wheat,Common,MarketA,1263,1465,1364
2025-01-09,Bihar,DistrictA,Rice,Common,MarketB,2291,3086,2688
2025-01-09,Bihar,DistrictA,Tomato,Common,MarketA,2487,2745,2616
2025-01-09,Bihar,DistrictA,Potato,Common,MarketB,1176,1438,1307
2025-01-09,Bihar,DistrictA,Onion,Common,MarketC,2002,2762,2382
2025-01-09,Bihar,DistrictB,Wheat,Common,MarketB,2269,2757,2513
2025-01-09,Bihar,DistrictB,Rice,Common,MarketC,1954,2485,2219
2025-01-09,Bihar,DistrictB,Tomato,Common,MarketB,1849,2303,2076
2025-01-09,Bihar,DistrictB,Potato,Common,MarketC,1605,2267,1936
2025-01-09,Bihar,DistrictB,Onion,Common,MarketB,2294,3051,2672
2025-01-09,Bihar,DistrictC,Wheat,Common,MarketB,1941,2389,2165
2025-01-09,Bihar,DistrictC,Rice,Common,MarketA,1939,2725,2332
2025-01-09,Bihar,DistrictC,Tomato,Common,MarketB,1734,2497,2115
2025-01-09,Bihar,DistrictC,Potato,Common,MarketC,2111,2623,2367
2025-01-09,Bihar,DistrictC,Onion,Common,MarketA,2089,2308,2198
2025-01-09,West Bengal,DistrictA,Wheat,Common,MarketB,1557,1829,1693
2025-01-09,West Bengal,DistrictA,Rice,Common,MarketA,1824,2366,2095
2025-01-09,West Bengal,DistrictA,Tomato,Common,MarketA,2078,2338,2208
2025-01-09,West Bengal,DistrictA,Potato,Common,MarketA,1271,1716,1493
2025-01-09,West Bengal,DistrictA,Onion,Common,MarketC,1627,2143,1885
2025-01-09,West Bengal,DistrictB,Wheat,Common,MarketB,1704,2034,1869
2025-01-09,West Bengal,DistrictB,Rice,Common,MarketB,1309,1800,1554
2025-01-09,West Bengal,DistrictB,Tomato,Common,MarketB,1494,2054,1774
2025-01-09,West Bengal,DistrictB,Potato,Common,MarketA,1578,1787,1682
2025-01-09,West Bengal,DistrictB,Onion,Common,MarketC,1622,2142,1882
2025-01-09,West Bengal,DistrictC,Wheat,Common,MarketC,1794,2126,1960
2025-01-09,West Bengal,DistrictC,Rice,Common,MarketA,1082,1338,1210
2025-01-09,West Bengal,DistrictC,Tomato,Common,MarketC,1270,1952,1611
2025-01-09,West Bengal,DistrictC,Potato,Common,MarketB,1868,2143,2005
2025-01-09,West Bengal,DistrictC,Onion,Common,MarketA,1328,1649,1488
2025-01-09,Madhya Pradesh,DistrictA,Wheat,Common,MarketC,2190,2412,2301
2025-01-09,Madhya Pradesh,DistrictA,Rice,Common,MarketA,1762,2430,2096
2025-01-09,Madhya Pradesh,DistrictA,Tomato,Common,MarketA,1012,1263,1137
2025-01-09,Madhya Pradesh,DistrictA,Potato,Common,MarketC,2425,2815,2620
